Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S06725000147,07/23/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,"1,000",4.51,6.76,12,81.12,12.00,3.17
S07466000011,08/30/2012,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,POINT (-91.630677 42.027805),57,Linn,1062310,SPICED RUM,260,Diageo Americas,43335,Captain Morgan Spiced Rum Pet,6,"1,750",17.00,25.74,6,154.44,10.50,2.77
S16343900093,12/18/2013,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,POINT (-96.37287 42.530454),97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43128,Bacardi Superior Rum,6,"1,750",12.67,20.00,30,600.00,52.50,13.87
S17001300030,01/23/2014,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10625,Canadian Club Whisky Pet,12,750,7.88,11.82,12,141.84,9.00,2.38
S28310900014,10/06/2015,2672,Hy-Vee / Winterset,923 N  1ST ST,WINTERSET,50273,POINT (-94.013482 41.342665),61,Madison,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,3.67,5.51,12,66.12,9.00,2.38
S10585800052,02/14/2013,4511,Super Quick / SE 30 DM,303 SE 30TH ST,DES MOINES,50317,POINT (-93.558326 41.585264),77,Polk,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64722,Ciroc Peach,24,200,4.99,7.49,5,37.45,1.00,0.26
S20648200108,08/13/2014,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,3.07,4.61,24,110.64,9.00,2.38
S20407600029,07/30/2014,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,POINT (-93.581093 41.731416),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43128,Bacardi Superior Rum,6,"1,750",15.00,22.50,1,22.50,1.75,0.46
S09408800004,12/11/2012,4834,Muscatine Fast Break,2603 SECOND AVE,MUSCATINE,52761,POINT (-91.034915 41.451884),70,Muscatine,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,2.27,3.41,12,40.92,4.50,1.19
S08631500029,10/29/2012,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,Dallas,1062310,SPICED RUM,260,Diageo Americas,43302,Captain Morgan Black Spiced,12,750,11.00,16.50,3,49.50,2.25,0.59
S09798700013,12/31/2012,3944,Sam's Club 4973 / Dubuque,4400 ASBURY RD,DUBUQUE,52002,POINT (-90.737821 42.515289),31,Dubuque,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,"1,000",4.04,6.06,24,145.44,24.00,6.34
S06193800028,06/21/2012,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,"1,750",6.87,10.30,6,61.80,10.50,2.77
S18398200008,04/14/2014,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22,Clayton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75211,Kinky Liqueur,12,750,10.00,15.00,3,45.00,2.25,0.59
S25724600025,05/19/2015,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,POINT (-96.178219 42.776296),75,Plymouth,1041100,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31475,New Amsterdam Gin,12,750,6.90,10.35,1,10.35,0.75,0.20
S07941300151,09/25/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,40956,Smirnoff Strawberry Vodka,12,750,7.96,11.94,1,11.94,0.75,0.20
S25794700066,05/21/2015,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,Dallas,1022100,TEQUILA,395,Proximo,87408,Jose Cuervo Especial Silver,12,750,10.49,15.74,6,94.44,4.50,1.19
S16565200009,12/30/2013,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,POINT (-90.525525 41.580212),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,"1,750",7.58,11.37,6,68.22,10.50,2.77
S24054400041,02/16/2015,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,66296,Remy Martin V,6,750,20.34,30.51,3,91.53,2.25,0.59
S06496100077,07/10/2012,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86887,Southern Comfort,12,"1,000",11.82,17.74,48,851.52,48.00,12.68
S27348200036,08/18/2015,4193,Hartley Wine And Spirits,361  3RD ST NW,HARTLEY,51346,POINT (-95.482442 43.184882),71,O'Brien,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,205,E AND J GALLO WINERY,77759,Viniq Ruby,12,375,6.50,9.75,2,19.50,0.75,0.20
S20430400006,08/04/2014,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.680734 42.034748),57,Linn,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,"1,750",11.83,17.75,6,106.50,10.50,2.77
S07764300008,09/17/2012,4150,Fareway Stores #951 / Waterloo,40  W SAN MARNAN,WATERLOO,50701,,07,Black Hawk,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,"1,750",6.87,10.30,6,61.80,10.50,2.77
S25231000003,04/23/2015,4782,Casey's General Store #2529 / Lamoni,406 E MAIN ST,LAMONI,50140,POINT (-93.92909 40.62366),27,Decatur,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,"1,750",7.20,10.80,6,64.80,10.50,2.77
S28856200114,11/04/2015,5172,Uptown Liquor & Tobacco,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,POINT (-91.725777 41.959614),57,Linn,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.90,10.35,6,62.10,4.50,1.19
S18961400107,05/14/2014,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,27454,Cinerator,12,750,7.95,11.93,2,23.86,1.50,0.40
S12381900001,05/23/2013,4718,Walgreens #06623 / West Des Moines,1660 22ND ST,WEST DES MOINES,50266,POINT (-93.736117 41.597473),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,6,112.50,4.50,1.19
S26483000033,06/30/2015,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,"1,750",8.99,14.49,6,86.94,10.50,2.77
S13429800071,07/18/2013,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,4,20.76,3.00,0.79
S25661100003,05/20/2015,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1012300,IRISH WHISKIES,395,Proximo,15777,Bushmills Irish Whiskey,12,"1,000",16.25,24.38,12,292.56,12.00,3.17
S16490100064,12/24/2013,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82612,Dekuyper Hot Damn! Traveler,12,750,6.30,9.45,12,113.40,9.00,2.38
S12543100003,06/03/2013,4681,Spirits & Such,100 E ELM ST,WEST UNION,52175,POINT (-91.807891 42.961269),33,Fayette,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",10.45,15.67,6,94.02,10.50,2.77
S11368200047,04/01/2013,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo,1062300,FLAVORED RUM,65,Jim Beam Brands,44520,Cruzan Vanilla Rum,12,750,6.82,10.24,3,30.72,2.25,0.59
S19885000055,07/01/2014,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69658,Dr. Mcgillicuddy's Mentholmint,6,"1,750",14.66,21.99,30,659.70,52.50,13.87
S23198100038,12/26/2014,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,15.00,22.50,36,810.00,27.00,7.13
S27189600016,08/06/2015,4214,New Star Liquor / Lafayet / Waterloo,1309 LAFAYETTE ST,WATERLOO,50703,POINT (-92.3272 42.494092),07,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.80,1.27
S24779000020,03/30/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,4.18,6.60,12,79.20,9.00,2.38
S13274200230,07/10/2013,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47782,Courvoisier VS,48,100,2.38,3.57,3,10.71,0.30,0.08
S16313300130,12/17/2013,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.50,14.25,3,42.75,1.12,0.30
S27807700005,09/09/2015,2840,CVS Pharmacy #8633 / Bettendorf,2002 SPRUCE HILLS DR,BETTENDORF,52722,POINT (-90.503814 41.550134),82,Scott,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,"1,750",7.60,11.40,6,68.40,10.50,2.77
S13223200134,07/08/2013,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,POINT (-95.8792 41.238092),78,Pottawattamie,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,4.96,8.27,2,16.54,1.00,0.26
S11094300023,03/14/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52,Johnson,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41698,Uv Ivory (vanilla) Vodka,12,750,6.50,9.74,12,116.88,9.00,2.38
S23316200085,01/05/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1032080,IMPORTED VODKA,267,"Imperial Brands, Inc.",34690,Sobieski Vodka,12,750,6.50,9.75,12,117.00,9.00,2.38
S06432900018,07/06/2012,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,4.67,7.00,6,42.00,3.00,0.79
S06614300092,07/17/2012,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,,30,Dickinson,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,420,"Moet Hennessy USA, Inc.",65126,Grand Marnier Cordon Rouge,12,750,23.31,34.96,3,104.88,2.25,0.59
S13920000004,08/14/2013,3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,POINT (-91.683669 41.972773),57,Linn,1031080,VODKA 80 PROOF,297,Laird And Company,35913,Five O'clock Vodka,48,200,1.13,1.69,48,81.12,9.60,2.54
S17261400006,02/06/2014,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,,07,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,"1,000",6.63,9.94,12,119.28,12.00,3.17
S04416500221,03/06/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43388,Castillo Silver Rum,6,"1,750",8.33,12.49,3,37.47,5.25,1.39
S12488100191,05/30/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1081200,CREAM LIQUEURS,260,Diageo Americas,74090,Godiva White Chocolate Liqueur,12,750,17.00,25.49,2,50.98,1.50,0.40
S03553300027,01/12/2012,4282,Point Liquor and Tobacco /,4107 CENTER POINT RD,CEDAR RAPIDS,52402,,57,Linn,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,10.89,16.33,6,97.98,4.50,1.19
S08756600023,11/05/2012,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,Polk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,"1,000",10.00,14.99,12,179.88,12.00,3.17
S23191300016,12/27/2014,3950,Hometown Foods / State Center,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),48,Iowa,1022100,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,3.00,4.50,1,4.50,0.20,0.05
S07195500001,08/20/2012,3582,Korthouse Liquor,102 W 1ST ST,LEON,50144,POINT (-93.747995 40.739495),27,Decatur,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,"1,750",8.99,13.49,6,80.94,10.50,2.77
S19650400024,06/19/2014,4889,Fast Trip / Des Moines,1516 SE  1st ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37416,Popov Vodka 80 Prf,12,750,4.50,6.75,2,13.50,1.50,0.40
S13882500045,08/13/2013,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77,Polk,1062310,SPICED RUM,260,Diageo Americas,1799,Captain Morgan Spiced Barrel,6,"1,750",17.75,26.62,6,159.72,10.50,2.77
S22397200008,11/17/2014,2539,Hy-Vee Food Store / iowa Falls,HIGHWAY 65 SOUTH,IOWA FALLS,50126,,42,Hardin,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",658,Grand Marnier w/50ml Raspberry Peach,6,800,23.31,34.97,6,209.82,4.80,1.27
S04120500008,02/16/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081330,PEACH SCHNAPPS,434,Luxco-St Louis,82127,Arrow Peach Schnapps,12,"1,000",4.61,6.92,12,83.04,12.00,3.17
S14261200020,09/03/2013,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,6.53,9.80,3,29.40,1.12,0.30
S19925300025,07/03/2014,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,"1,750",8.20,12.30,6,73.80,10.50,2.77
S23864700136,02/04/2015,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,POINT (-96.420193 42.510535),97,Woodbury,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,30527,Hawkeye Gin,12,"1,000",4.23,6.35,24,152.40,24.00,6.34
S22872600030,12/10/2014,4334,Fareway Stores #114 / Dubuque,2050 JOHN F KENNEDY RD,DUBUQUE,52001,,31,Dubuque,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.60,3,16.80,1.50,0.40
S24146000002,02/19/2015,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,Dallas,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,4716,Chivas Regal 12 Yr,12,750,18.49,27.74,3,83.22,2.25,0.59
S10220600002,01/24/2013,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,7.53,11.30,12,135.60,9.00,2.38
S29119200013,11/17/2015,4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,POINT (-91.67222100000001 41.944954),57,Linn,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,3,51.72,2.25,0.59
S08553700077,10/24/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69946,Rumple Minze Peppermint Schnapps Liqueur,12,750,12.50,18.74,1,18.74,0.75,0.20
S15995300204,12/04/2013,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69631,Dr. Mcgillicuddy's Cherry Mini,12,500,4.96,7.44,1,7.44,0.50,0.13
S15518200029,11/04/2013,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,POINT (-93.396651 43.142775),17,Cerro Gordo,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,6.50,9.74,12,116.88,9.00,2.38
S14279300010,09/03/2013,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,POINT (-95.023116 41.40406200000001),15,Cass,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,"1,750",14.75,22.12,6,132.72,10.50,2.77
S07031900046,08/09/2012,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,"1,750",7.58,11.37,6,68.22,10.50,2.77
S19146600015,05/23/2014,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,POINT (-94.990031 41.403856),15,Cass,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,"1,750",8.92,13.38,12,160.56,21.00,5.55
S03808000007,01/30/2012,4136,Fareway Stores #983 / Grimes,351 GATEWAY DR,GRIMES,50111,,77,Polk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.35,5.02,12,60.24,9.00,2.38
S27228800142,08/10/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,"1,000",9.50,14.25,12,171.00,12.00,3.17
S08080800028,10/03/2012,3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,POINT (-91.893016 42.468721),10,Buchanan,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,12.50,18.74,3,56.22,2.25,0.59
S28271100023,10/05/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1012100,CANADIAN WHISKIES,55,Sazerac North America,12406,Canadian Ltd Whisky,12,750,4.34,6.51,12,78.12,9.00,2.38
S05375800077,05/03/2012,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,Linn,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,"1,000",11.30,16.94,1,16.94,1.00,0.26
S04720000019,03/26/2012,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,POINT (-93.261648 43.148239),17,Cerro Gordo,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,3.85,5.77,12,69.24,9.00,2.38
S23708500097,01/28/2015,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,Dubuque,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49186,Remy Martin Vsop Cognac,12,750,21.49,32.24,3,96.72,2.25,0.59
S28992600009,11/11/2015,3013,Keith's Foods,207 E LOCUST ST,BLOOMFIELD,52537,POINT (-92.412847 40.752691),26,Davis,1012200,SCOTCH WHISKIES,260,Diageo Americas,10008,Scoresby Rare Scotch,6,"1,750",10.67,16.01,6,96.06,10.50,2.77
S10451600016,02/06/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1042100,IMPORTED DRY GINS,300,Mccormick Distilling Company,28350,Broker's London Dry Gin,12,750,9.25,13.88,2,27.76,1.50,0.40
S14857800001,09/30/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19032,Jim Beam Jacob's Ghost,12,750,13.12,19.68,1,19.68,0.75,0.20
S19908100106,07/02/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41601,Uv Blue (raspberry) Vodka,12,375,3.45,5.18,3,15.54,1.12,0.30
S04721900036,03/26/2012,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,4.33,6.75,4,27.00,3.00,0.79
S29309100040,11/25/2015,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,,48,Iowa,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.49,11.24,4,44.96,3.00,0.79
S19713900017,06/24/2014,3763,Main Street Liquors / Hawarden,911 CENTRAL AVE,HAWARDEN,51023,POINT (-96.48518900000002 42.996100000000006),84,Sioux,1011100,BLENDED WHISKIES,55,Sazerac North America,23708,Fleischmann's Preferred Bl Whiskey,6,"1,750",7.33,10.99,2,21.98,3.50,0.92
S22884200069,12/10/2014,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1012100,CANADIAN WHISKIES,260,Diageo Americas,11285,Crown Royal Xr Canadian Whiskey,6,750,65.99,98.99,2,197.98,1.50,0.40
S26639200009,07/08/2015,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,POINT (-96.420193 42.510535),97,Woodbury,1031080,VODKA 80 PROOF,255,Wilson Daniels Ltd.,37886,Seagrams Vodka,12,750,5.38,8.07,2,16.14,1.50,0.40
S05089900094,04/17/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S14849100020,09/30/2013,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,Harrison,1031080,VODKA 80 PROOF,461,Campari(skyy),37986,Skyy Vodka,12,750,10.01,15.01,3,45.03,2.25,0.59
S21606900112,10/06/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43121,Bacardi Superior Rum Mini,12,500,5.54,8.31,2,16.62,1.00,0.26
S28598200044,10/21/2015,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84170,99 Bananas,12,750,7.80,11.70,1,11.70,0.75,0.20
S04812200063,03/29/2012,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,Linn,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.59,1,5.59,0.50,0.13
S03689100064,01/23/2012,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1031080,VODKA 80 PROOF,297,Laird And Company,35913,Five O'clock Vodka,48,200,1.10,1.65,5,8.25,1.00,0.26
